name,player_id,year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_rbi,r_total_caught_stealing,r_total_stolen_base,exit_velocity_avg,sweet_spot_percent,barrel_batted_rate,hp_to_1b,sprint_speed,team_id,team_name,division,league,avg_220,avg_240,avg_260,avg_280,avg_300,hr_10,hr_20,hr_30,hr_40,sb_05,sb_10,sb_15,sb_20
"Lewis, Kyle",641786,2023,27,51,54,8,5,2,0,1,21,3,38.9,5.6,0.157,0.255,0.204,0.459,2,0,0,89.1,26.7,6.7,,25.8,109.0,ARI,NLW,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Locastro, Tim",641796,2023,30,56,67,13,8,3,0,2,22,3,32.8,4.5,0.232,0.393,0.338,0.731,3,0,6,83.3,30.6,8.3,,29.2,121.0,NYM,NLE,NL,True,False,False,False,False,False,False,False,False,True,False,False,False
"Mancini III, Trey",641820,2023,31,235,263,55,39,12,0,4,78,21,29.7,8.0,0.234,0.336,0.299,0.635,28,0,0,88.9,32.5,3.8,4.87,25.4,112.0,CHC,NLC,NL,True,False,False,False,False,False,False,False,False,False,False,False,False
"McKinney, Billy",641856,2023,28,128,147,29,19,3,1,6,39,17,26.5,11.6,0.227,0.406,0.32,0.726,14,0,1,89.1,43.3,12.2,4.4,27.1,147.0,NYY,ALE,AL,True,False,False,False,False,False,False,False,False,False,False,False,False
"McMahon, Ryan",641857,2023,28,555,627,133,76,31,3,23,198,68,31.6,10.8,0.24,0.431,0.322,0.753,70,5,5,90.8,39.4,11.4,4.62,25.9,115.0,COL,NLW,NL,True,True,False,False,False,True,True,False,False,True,False,False,False
"O'Neill, Tyler",641933,2023,28,238,266,55,32,14,0,9,67,28,25.2,10.5,0.231,0.403,0.312,0.715,21,0,5,89.2,29.2,12.3,4.37,28.5,138.0,STL,NLC,NL,True,False,False,False,False,False,False,False,False,True,False,False,False
"Palacios, Joshua",641943,2023,27,247,264,59,38,9,2,10,56,12,21.2,4.5,0.239,0.413,0.279,0.692,40,0,5,91.3,30.9,9.8,4.28,28.2,134.0,PIT,NLC,NL,True,False,False,False,False,True,False,False,False,True,False,False,False
"Smith, Dominic",642086,2023,28,527,586,134,100,21,1,12,91,47,15.5,8.0,0.254,0.366,0.326,0.692,46,1,1,86.3,37.0,6.6,4.56,25.8,120.0,WSH,NLE,NL,True,True,False,False,False,True,False,False,False,False,False,False,False
"Tellez, Rowdy",642133,2023,28,311,351,67,44,9,1,13,86,35,24.5,10.0,0.215,0.376,0.291,0.667,47,0,0,89.9,35.7,8.7,4.87,23.4,158.0,MIL,NLC,NL,False,False,False,False,False,True,False,False,False,False,False,False,False
"Thaiss, Matt",642136,2023,28,262,307,56,41,6,0,9,83,36,27.0,11.7,0.214,0.34,0.319,0.659,31,0,2,88.5,34.6,10.4,4.85,24.6,108.0,LAA,ALW,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Thomas, Cody",642137,2023,28,42,46,10,6,3,0,1,17,4,37.0,8.7,0.238,0.381,0.304,0.685,2,0,0,86.5,20.0,4.0,,28.3,133.0,OAK,ALW,AL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Wade, Tyler",642180,2023,28,51,55,13,11,1,1,0,13,4,23.6,7.3,0.255,0.314,0.309,0.623,2,0,4,85.3,21.1,0.0,4.24,28.9,133.0,OAK,ALW,AL,True,True,False,False,False,False,False,False,False,False,False,False,False
"White, Eli",642201,2023,29,14,17,1,1,0,0,0,7,2,41.2,11.8,0.071,0.071,0.235,0.306,0,0,0,90.0,57.1,0.0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Wilson, Weston",642215,2023,28,16,22,5,4,0,0,1,5,6,22.7,27.3,0.313,0.5,0.5,1.0,2,1,3,84.6,36.4,9.1,,27.2,,,,,True,True,True,True,True,False,False,False,False,False,False,False,False
"Mejia, Francisco",642336,2023,27,150,160,34,18,11,0,5,38,6,23.8,3.8,0.227,0.4,0.258,0.658,19,1,0,87.5,33.0,4.3,4.45,26.2,139.0,TB,ALE,AL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Siri, Jose",642350,2023,27,338,364,75,35,13,2,25,130,20,35.7,5.5,0.222,0.494,0.267,0.761,56,3,12,88.4,33.0,13.2,4.17,29.8,139.0,TB,ALE,AL,True,False,False,False,False,True,True,False,False,True,True,False,False
"Rosario, Amed",642708,2023,27,510,545,134,95,25,8,6,99,29,18.2,5.3,0.263,0.378,0.305,0.683,58,2,15,88.3,33.8,3.4,4.23,29.4,119.0,LAD,NLW,NL,True,True,True,False,False,False,False,False,False,True,True,True,False
"Adames, Willy",642715,2023,27,553,638,120,65,29,2,24,165,71,25.9,11.1,0.217,0.407,0.31,0.717,80,3,5,87.4,35.0,12.4,4.43,27.6,158.0,MIL,NLC,NL,False,False,False,False,False,True,True,False,False,True,False,False,False
"Estrada, Thairo",642731,2023,27,495,530,134,92,26,2,14,120,22,22.6,4.2,0.271,0.416,0.315,0.731,49,7,23,85.9,34.7,4.8,4.33,28.0,137.0,SF,NLW,NL,True,True,True,False,False,True,False,False,False,True,True,True,True
"Wynns, Austin",642851,2023,32,130,145,27,20,6,0,1,39,9,26.9,6.2,0.208,0.277,0.268,0.545,10,0,1,86.7,27.4,2.1,4.89,24.7,115.0,COL,NLW,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Benintendi, Andrew",643217,2023,28,562,621,147,106,34,2,5,89,52,14.3,8.4,0.262,0.356,0.326,0.682,45,2,13,86.6,40.9,2.9,4.43,27.2,145.0,CWS,ALC,AL,True,True,True,False,False,False,False,False,False,True,True,False,False
"Cooper, Garrett",643265,2023,32,422,457,106,70,18,1,17,132,31,28.9,6.8,0.251,0.419,0.304,0.723,61,0,0,89.0,40.4,10.3,4.64,26.3,135.0,SD,NLW,NL,True,True,False,False,False,True,False,False,False,False,False,False,False
"Dubon, Mauricio",643289,2023,28,467,492,130,91,26,3,10,70,19,14.2,3.9,0.278,0.411,0.309,0.72,46,2,7,87.0,37.0,4.5,4.26,28.1,117.0,HOU,ALW,AL,True,True,True,False,False,True,False,False,False,True,False,False,False
"Jansen, Danny",643376,2023,28,268,301,61,29,15,0,17,62,23,20.6,7.6,0.228,0.474,0.312,0.786,53,0,0,88.3,35.4,10.7,4.57,27.1,141.0,TOR,ALE,AL,True,False,False,False,False,True,False,False,False,False,False,False,False
"Kemp, Tony",643393,2023,31,359,419,75,54,13,3,5,40,44,9.5,10.5,0.209,0.304,0.303,0.607,27,4,15,86.7,31.3,1.2,4.39,26.1,133.0,OAK,ALW,AL,False,False,False,False,False,False,False,False,False,True,True,True,False
"Kiner-Falefa, Isiah",643396,2023,28,326,361,79,60,12,1,6,70,28,19.4,7.8,0.242,0.34,0.306,0.646,37,5,14,88.8,33.5,3.1,4.37,27.7,147.0,NYY,ALE,AL,True,True,False,False,False,False,False,False,False,True,True,False,False
"McNeil, Jeff",643446,2023,31,585,648,158,119,25,4,10,65,39,10.0,6.0,0.27,0.378,0.333,0.711,55,0,10,86.0,32.1,1.3,4.15,27.4,121.0,NYM,NLE,NL,True,True,True,False,False,True,False,False,False,True,True,False,False
"Tauchman, Mike",643565,2023,32,337,401,85,59,18,0,8,86,56,21.4,14.0,0.252,0.377,0.362,0.739,48,1,7,88.4,37.6,5.5,4.39,27.3,112.0,CHC,NLC,NL,True,True,False,False,False,False,False,False,False,True,False,False,False
"Chang, Yu",644374,2023,27,105,112,17,9,2,0,6,34,3,30.4,2.7,0.162,0.352,0.2,0.552,18,0,4,88.8,31.5,5.5,4.56,28.3,111.0,BOS,ALE,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Tromp, Chadwick",644433,2023,28,16,16,2,1,1,0,0,7,0,43.8,0.0,0.125,0.188,0.125,0.313,1,0,0,90.4,33.3,0.0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Albies, Ozzie",645277,2023,26,596,660,167,99,30,5,33,107,46,16.2,7.0,0.28,0.513,0.336,0.849,109,1,13,88.7,37.4,8.2,4.21,27.5,144.0,ATL,NLE,NL,True,True,True,True,False,True,True,True,False,True,True,False,False
"Robles, Victor",645302,2023,26,107,126,32,26,5,1,0,18,11,14.3,8.7,0.299,0.364,0.385,0.749,8,1,8,86.7,25.8,2.2,4.43,28.0,120.0,WSH,NLE,NL,True,True,True,True,False,False,False,False,False,True,False,False,False
"Herrera, Jose",645444,2023,26,101,120,21,16,5,0,0,30,13,25.0,10.8,0.208,0.257,0.296,0.553,7,0,1,85.9,35.1,0.0,4.76,25.4,109.0,ARI,NLW,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Ford, Mike",645801,2023,30,219,251,50,28,6,0,16,81,24,32.3,9.6,0.228,0.475,0.323,0.798,34,0,0,88.8,33.1,17.3,4.88,24.5,136.0,SEA,ALW,AL,True,False,False,False,False,True,False,False,False,False,False,False,False
"Devers, Rafael",646240,2023,26,580,656,157,90,34,0,33,126,62,19.2,9.5,0.271,0.5,0.351,0.851,100,1,5,93.1,30.0,12.7,4.54,26.0,111.0,BOS,ALE,AL,True,True,True,False,False,True,True,True,False,True,False,False,False
"Naylor, Josh",647304,2023,26,452,495,139,91,31,0,17,68,33,13.7,6.7,0.308,0.489,0.354,0.843,97,3,10,89.1,35.5,8.2,4.66,25.8,114.0,CLE,ALC,AL,True,True,True,True,True,True,False,False,False,True,True,False,False
"Toro, Abraham",647351,2023,26,18,21,8,6,0,0,2,5,2,23.8,9.5,0.444,0.778,0.524,1.302,9,0,0,86.6,46.2,15.4,,26.9,,,,,True,True,True,True,True,False,False,False,False,False,False,False,False
"Diaz, Aledmys",649557,2023,32,315,344,72,47,20,1,4,66,17,19.2,4.9,0.229,0.337,0.28,0.617,24,0,1,87.8,27.6,2.8,4.48,26.0,133.0,OAK,ALW,AL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Urias, Luis",649966,2023,26,144,177,28,19,6,0,3,41,21,23.2,11.9,0.194,0.299,0.337,0.636,18,0,0,84.9,23.3,5.8,4.69,26.0,111.0,BOS,ALE,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Arraez, Luis",650333,2023,26,574,617,203,160,30,3,10,34,35,5.5,5.7,0.354,0.469,0.393,0.862,69,2,3,88.3,44.7,3.5,4.58,26.1,146.0,MIA,NLE,NL,True,True,True,True,True,True,False,False,False,False,False,False,False
"Jimenez, Eloy",650391,2023,26,456,489,124,83,23,0,18,93,30,19.0,6.1,0.272,0.441,0.317,0.758,64,0,0,90.9,26.0,9.3,4.6,26.5,145.0,CWS,ALC,AL,True,True,True,False,False,True,False,False,False,False,False,False,False
"Torres, Gleyber",650402,2023,26,596,672,163,108,28,2,25,98,67,14.6,10.0,0.273,0.453,0.347,0.8,68,6,13,89.7,37.3,7.9,4.61,26.4,147.0,NYY,ALE,AL,True,True,True,False,False,True,True,False,False,True,True,False,False
"Castro, Willi",650489,2023,26,358,409,92,60,18,5,9,99,34,24.2,8.3,0.257,0.411,0.339,0.75,34,5,33,86.5,34.5,6.8,4.28,28.6,142.0,MIN,ALC,AL,True,True,False,False,False,False,False,False,False,True,True,True,True
"Diaz, Yandy",650490,2023,31,525,600,173,116,35,0,22,94,65,15.7,10.8,0.33,0.522,0.41,0.932,78,1,0,93.4,30.5,9.5,4.61,26.6,139.0,TB,ALE,AL,True,True,True,True,True,True,True,False,False,False,False,False,False
"De La Cruz, Bryan",650559,2023,26,579,626,149,98,32,0,19,142,40,22.7,6.4,0.257,0.411,0.304,0.715,78,1,4,89.9,41.0,8.8,4.47,27.7,146.0,MIA,NLE,NL,True,True,False,False,False,True,False,False,False,False,False,False,False
"Rengifo, Luis",650859,2023,26,394,445,104,69,15,4,16,82,41,18.4,9.2,0.264,0.444,0.339,0.783,51,4,6,89.1,29.7,7.6,4.34,27.3,108.0,LAA,ALW,AL,True,True,True,False,False,True,False,False,False,True,False,False,False
"Pinto, Rene",650907,2023,26,103,105,26,17,3,0,6,34,2,32.4,1.9,0.252,0.456,0.267,0.723,16,0,0,90.5,44.9,15.9,4.54,26.9,139.0,TB,ALE,AL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Monasterio, Andruw",655316,2023,26,282,315,73,55,14,1,3,66,28,21.0,8.9,0.259,0.348,0.33,0.678,27,2,7,88.8,41.3,5.5,4.4,28.0,158.0,MIL,NLC,NL,True,True,False,False,False,False,False,False,False,True,False,False,False
"Perez, Carlos",656024,2023,26,49,53,10,5,4,0,1,11,4,20.8,7.5,0.204,0.347,0.264,0.611,3,0,0,85.1,28.9,7.9,4.75,26.1,145.0,CWS,ALC,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Adams, Riley",656180,2023,27,143,158,39,20,13,2,4,45,11,28.5,7.0,0.273,0.476,0.331,0.807,21,0,0,89.9,42.0,5.0,4.68,26.2,120.0,WSH,NLE,NL,True,True,True,False,False,False,False,False,False,False,False,False,False
"Allen, Greg",656185,2023,30,23,28,5,2,1,1,1,10,2,35.7,7.1,0.217,0.478,0.333,0.811,1,1,3,88.3,28.6,0.0,,27.0,147.0,NYY,ALE,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Bouchard, Sean",656248,2023,27,38,43,12,6,2,0,4,14,4,32.6,9.3,0.316,0.684,0.372,1.056,7,1,0,91.0,44.0,20.0,,27.3,115.0,COL,NLW,NL,True,True,True,True,True,False,False,False,False,False,False,False,False
"Chapman, Matt",656305,2023,30,509,581,122,64,39,2,17,165,62,28.4,10.7,0.24,0.424,0.33,0.754,54,2,4,93.4,32.4,17.1,4.43,28.5,141.0,TOR,ALE,AL,True,True,False,False,False,True,False,False,False,False,False,False,False
"Chavis, Michael",656308,2023,27,91,96,22,17,3,0,2,33,5,34.4,5.2,0.242,0.341,0.281,0.622,5,0,1,84.5,41.4,1.7,4.41,28.6,120.0,WSH,NLE,NL,True,True,False,False,False,False,False,False,False,False,False,False,False
"Diaz, Isan",656371,2023,27,24,26,1,1,0,0,0,9,2,34.6,7.7,0.042,0.042,0.115,0.157,1,0,0,90.2,13.3,0.0,,22.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Ellis, Drew",656403,2023,27,23,29,5,3,0,0,2,7,6,24.1,20.7,0.217,0.478,0.379,0.857,4,1,0,90.7,31.3,18.8,,27.2,143.0,PHI,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Fairchild, Stuart",656413,2023,27,219,255,50,27,16,2,5,69,25,27.1,9.8,0.228,0.388,0.321,0.709,28,3,10,85.9,32.3,7.7,4.28,29.1,113.0,CIN,NLC,NL,True,False,False,False,False,False,False,False,False,True,True,False,False
"Garrett, Stone",656448,2023,27,234,271,63,37,17,0,9,82,26,30.3,9.6,0.269,0.457,0.343,0.8,40,1,3,91.1,37.6,9.6,4.47,28.5,120.0,WSH,NLE,NL,True,True,True,False,False,False,False,False,False,False,False,False,False
"Guthrie, Dalton",656495,2023,27,24,28,4,3,1,0,0,7,3,25.0,10.7,0.167,0.208,0.286,0.494,0,0,0,85.5,47.1,0.0,,28.6,143.0,PHI,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Haseley, Adam",656514,2023,27,36,39,8,6,2,0,0,8,3,20.5,7.7,0.222,0.278,0.282,0.56,2,0,1,87.6,28.6,3.6,4.33,27.9,145.0,CWS,ALC,AL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Hill, Derek",656537,2023,27,47,50,8,7,1,0,0,11,3,22.0,6.0,0.17,0.191,0.22,0.411,1,0,1,84.1,27.8,0.0,4.19,29.7,120.0,WSH,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Hilliard, Sam",656541,2023,29,72,78,17,9,5,0,3,33,6,42.3,7.7,0.236,0.431,0.295,0.726,6,0,4,92.4,33.3,7.7,,29.0,144.0,ATL,NLE,NL,True,False,False,False,False,False,False,False,False,False,False,False,False
"Joe, Connor",656582,2023,30,413,472,102,56,31,4,11,110,50,23.3,10.6,0.247,0.421,0.339,0.76,42,5,3,88.9,37.2,8.2,4.56,27.1,134.0,PIT,NLC,NL,True,True,False,False,False,True,False,False,False,False,False,False,False
"Luplow, Jordan",656669,2023,29,77,90,16,11,3,0,2,27,12,30.0,13.3,0.208,0.325,0.322,0.647,5,0,2,85.4,24.0,6.0,4.51,27.6,142.0,MIN,ALC,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"McKinstry, Zach",656716,2023,28,464,518,107,73,21,4,9,113,44,21.8,8.5,0.231,0.351,0.302,0.653,35,6,16,87.2,37.1,7.6,4.25,28.5,116.0,DET,ALC,AL,True,False,False,False,False,False,False,False,False,True,True,True,False
"Mullins II, Cedric",656775,2023,28,404,455,94,53,23,3,15,101,43,22.2,9.5,0.233,0.416,0.305,0.721,74,3,19,88.9,28.1,6.5,4.26,28.0,110.0,BAL,ALE,AL,True,False,False,False,False,True,False,False,False,True,True,True,False
"O'Hearn, Ryan",656811,2023,29,346,368,100,63,22,1,14,82,15,22.3,4.1,0.289,0.48,0.322,0.802,60,1,5,91.9,35.1,10.1,4.46,27.7,110.0,BAL,ALE,AL,True,True,True,True,False,True,False,False,False,True,False,False,False
"Rivera, Emmanuel",656896,2023,27,257,283,67,50,13,0,4,56,22,19.8,7.8,0.261,0.358,0.314,0.672,29,0,1,90.7,35.6,5.9,4.64,27.0,109.0,ARI,NLW,NL,True,True,True,False,False,False,False,False,False,False,False,False,False
"Schwarber, Kyle",656941,2023,30,585,720,115,48,19,1,47,215,126,29.9,17.5,0.197,0.474,0.343,0.817,104,2,0,92.4,34.3,16.4,4.69,25.0,143.0,PHI,NLE,NL,False,False,False,False,False,True,True,True,True,False,False,False,False
"Smith, Pavin",656976,2023,27,191,228,36,24,5,0,7,45,35,19.7,15.4,0.188,0.325,0.317,0.642,30,1,1,89.9,34.9,7.5,4.63,26.1,109.0,ARI,NLW,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Thomas, Lane",657041,2023,27,628,682,168,101,36,3,28,176,36,25.8,5.3,0.268,0.468,0.315,0.783,86,5,20,88.5,36.8,9.6,4.39,29.3,120.0,WSH,NLE,NL,True,True,True,False,False,True,True,False,False,True,True,True,True
"Tucker, Cole",657061,2023,26,8,10,4,4,0,0,0,2,1,20.0,10.0,0.5,0.5,0.6,1.1,2,0,0,87.0,50.0,0.0,,28.3,,,,,True,True,True,True,True,False,False,False,False,False,False,False,False
"Verdugo, Alex",657077,2023,27,546,602,144,89,37,5,13,93,45,15.4,7.5,0.264,0.421,0.324,0.745,54,3,5,89.2,35.4,5.0,4.34,27.3,111.0,BOS,ALE,AL,True,True,True,False,False,True,False,False,False,True,False,False,False
"Wall, Forrest",657088,2023,27,13,15,6,3,2,0,1,4,2,26.7,13.3,0.462,0.846,0.533,1.379,2,1,5,82.1,11.1,0.0,,28.2,,,,,True,True,True,True,True,False,False,False,False,True,False,False,False
"Wong, Connor",657136,2023,27,371,403,87,51,25,2,9,134,22,33.3,5.5,0.235,0.385,0.287,0.672,36,2,8,89.1,34.0,9.1,4.41,28.3,111.0,BOS,ALE,AL,True,False,False,False,False,False,False,False,False,True,False,False,False
"O'Keefe, Brian",657247,2023,29,19,21,2,0,2,0,0,7,2,33.3,9.5,0.105,0.211,0.19,0.401,2,0,0,93.6,16.7,0.0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"DeJong, Paul",657557,2023,29,372,400,77,50,13,0,14,121,21,30.3,5.3,0.207,0.355,0.258,0.613,38,4,4,85.5,34.8,6.7,4.62,26.9,137.0,SF,NLW,NL,False,False,False,False,False,True,False,False,False,False,False,False,False
"Laureano, Ramon",657656,2023,28,361,404,81,50,18,4,9,114,33,28.2,8.2,0.224,0.371,0.304,0.675,35,1,12,88.2,34.7,9.7,4.4,27.9,114.0,CLE,ALC,AL,True,False,False,False,False,False,False,False,False,True,True,False,False
"Sheets, Gavin",657757,2023,27,311,344,63,43,10,0,10,66,28,19.2,8.1,0.203,0.331,0.267,0.598,43,0,1,88.1,29.7,5.2,4.57,26.5,145.0,CWS,ALC,AL,False,False,False,False,False,True,False,False,False,False,False,False,False
"Olivares, Edward",658668,2023,27,354,385,93,54,23,4,12,64,22,16.6,5.7,0.263,0.452,0.317,0.769,36,5,11,87.3,34.2,7.9,4.44,28.6,118.0,KC,ALC,AL,True,True,True,False,False,True,False,False,False,True,True,False,False
"Moncada, Yoan",660162,2023,28,334,357,87,55,20,1,11,107,20,30.0,5.6,0.26,0.425,0.305,0.73,40,0,1,89.4,42.5,10.1,4.6,26.4,145.0,CWS,ALC,AL,True,True,True,False,False,True,False,False,False,False,False,False,False
"Ohtani, Shohei",660271,2023,28,497,599,151,73,26,8,44,143,91,23.9,15.2,0.304,0.654,0.412,1.066,95,6,20,94.4,35.6,19.6,4.16,27.8,108.0,LAA,ALW,AL,True,True,True,True,True,True,True,True,True,True,True,True,True
"Arauz, Jonathan",660620,2023,24,59,66,8,5,0,0,3,18,5,27.3,7.6,0.136,0.288,0.203,0.491,9,0,0,86.7,25.6,7.0,,26.1,121.0,NYM,NLE,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Hernandez, Yonny",660634,2023,25,22,27,3,2,1,0,0,8,2,29.6,7.4,0.136,0.182,0.231,0.413,4,0,0,86.8,31.3,0.0,,25.6,119.0,LAD,NLW,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Brujan, Vidal",660644,2023,25,76,84,13,11,2,0,0,21,5,25.0,6.0,0.171,0.197,0.241,0.438,6,2,3,86.0,19.6,1.8,,26.8,139.0,TB,ALE,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Acuna Jr., Ronald",660670,2023,25,643,735,217,137,35,4,41,84,80,11.4,10.9,0.337,0.596,0.416,1.012,106,14,73,94.7,33.5,15.3,4.34,28.0,144.0,ATL,NLE,NL,True,True,True,True,True,True,True,True,True,True,True,True,True
"Ruiz, Keibert",660688,2023,24,523,562,136,94,24,0,18,58,31,10.3,5.5,0.26,0.409,0.308,0.717,67,1,1,87.4,39.4,5.8,4.78,25.1,120.0,WSH,NLE,NL,True,True,True,False,False,True,False,False,False,False,False,False,False
"Montero, Elehuris",660707,2023,24,284,307,69,41,15,2,11,111,15,36.2,4.9,0.243,0.426,0.29,0.716,39,0,0,88.3,31.8,6.8,4.63,26.6,115.0,COL,NLW,NL,True,True,False,False,False,True,False,False,False,False,False,False,False
"Gonzalez, Oscar",660757,2023,25,173,180,37,26,7,2,2,46,5,25.6,2.8,0.214,0.312,0.239,0.551,12,0,0,88.5,31.3,7.8,4.44,28.0,114.0,CLE,ALC,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Yepez, Juan",660766,2023,25,60,65,11,8,1,0,2,20,4,30.8,6.2,0.183,0.3,0.246,0.546,2,1,0,80.0,35.0,7.5,,25.6,138.0,STL,NLC,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Sanchez, Jesus",660821,2023,25,360,402,91,51,23,3,14,107,38,26.6,9.5,0.253,0.45,0.327,0.777,52,1,3,90.4,32.9,12.2,4.44,27.5,146.0,MIA,NLE,NL,True,True,False,False,False,True,False,False,False,False,False,False,False
"Contreras, William",661388,2023,25,540,611,156,100,38,1,17,126,63,20.6,10.3,0.289,0.457,0.367,0.824,78,1,6,91.3,27.1,9.4,4.49,26.5,158.0,MIL,NLC,NL,True,True,True,True,False,True,False,False,False,True,False,False,False
"Serven, Brian",661531,2023,28,23,23,3,2,1,0,0,10,0,43.5,0.0,0.13,0.174,0.13,0.304,1,0,0,86.5,23.1,0.0,,25.1,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Varsho, Daulton",662139,2023,26,527,581,116,70,23,3,20,135,45,23.2,7.7,0.22,0.389,0.285,0.674,61,7,16,87.8,34.3,7.3,4.33,28.1,141.0,TOR,ALE,AL,True,False,False,False,False,True,True,False,False,True,True,True,False
"Jones, Jahmai",663330,2023,25,10,11,2,1,1,0,0,5,1,45.5,9.1,0.2,0.3,0.273,0.573,3,0,1,98.7,20.0,20.0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False
"Perkins, Blake",663368,2023,26,143,168,31,20,7,0,4,46,23,27.4,13.7,0.217,0.35,0.325,0.675,20,2,5,85.8,31.3,5.1,4.14,30.0,158.0,MIL,NLC,NL,False,False,False,False,False,False,False,False,False,True,False,False,False
"Nootbaar, Lars",663457,2023,25,426,503,111,73,23,1,14,99,72,19.7,14.3,0.261,0.418,0.367,0.785,46,1,11,89.1,30.8,8.8,4.3,27.8,138.0,STL,NLC,NL,True,True,True,False,False,True,False,False,False,True,True,False,False
"Nevin, Tyler",663527,2023,26,95,111,19,13,3,1,2,25,12,22.5,10.8,0.2,0.316,0.306,0.622,10,1,0,89.3,26.8,7.0,4.78,25.7,116.0,DET,ALC,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Hoerner, Nico",663538,2023,26,619,688,175,135,27,4,9,83,49,12.1,7.1,0.283,0.383,0.346,0.729,68,7,43,86.6,33.0,1.8,4.31,28.5,112.0,CHC,NLC,NL,True,True,True,True,False,False,False,False,False,True,True,True,True
"Cabbage, Trey",663550,2023,26,53,56,11,7,3,0,1,26,2,46.4,3.6,0.208,0.321,0.232,0.553,7,1,1,86.7,28.6,7.1,,28.4,108.0,LAA,ALW,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Riley, Austin",663586,2023,26,636,715,179,107,32,3,37,172,59,24.1,8.3,0.281,0.516,0.345,0.861,97,1,3,92.3,35.2,13.9,4.5,28.1,144.0,ATL,NLE,NL,True,True,True,True,False,True,True,True,False,False,False,False,False
"Baker, Luken",663609,2023,26,86,99,18,13,3,0,2,31,13,31.3,13.1,0.209,0.314,0.313,0.627,10,0,0,93.1,38.2,7.3,,24.7,138.0,STL,NLC,NL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Madrigal, Nick",663611,2023,26,270,294,71,52,16,1,2,24,10,8.2,3.4,0.263,0.352,0.311,0.663,28,2,10,86.2,29.9,0.8,4.27,27.9,112.0,CHC,NLC,NL,True,True,True,False,False,False,False,False,False,True,True,False,False
"Larnach, Trevor",663616,2023,26,183,212,39,21,7,3,8,72,27,34.0,12.7,0.213,0.415,0.311,0.726,40,1,1,90.1,41.6,13.3,4.52,26.6,142.0,MIN,ALC,AL,False,False,False,False,False,False,False,False,False,False,False,False,False
"Mountcastle, Ryan",663624,2023,26,423,470,114,74,21,1,18,107,37,22.8,7.9,0.27,0.452,0.328,0.78,68,1,3,91.4,35.9,12.1,4.43,28.2,110.0,BAL,ALE,AL,True,True,True,False,False,True,False,False,False,False,False,False,False
